prestamo_id,fecha_pago,monto_pagado
P018668,2022-07-07,23460
P007407,2023-02-11,46613
P045769,2022-09-24,32885
P004617,2022-04-18,34635
P024445,2023-01-24,77039
P048641,2022-10-22,111161
P039143,2022-08-12,108034
P013890,2022-10-29,68128
P008941,2022-03-15,81921
P009058,2022-11-14,39633
P026925,2022-06-24,84281
P031069,2022-08-13,96782
P027268,2022-05-20,79818
P017698,2022-10-30,11015
P019263,2022-08-18,89352
P048062,2022-07-07,38365
P047500,2022-10-18,34976
P028977,2022-08-17,70365
P011267,2022-07-30,102600
P003230,2022-03-05,118931
P037866,2022-02-18,74183
P049326,2022-06-20,105786
P032510,2022-06-15,42996
P041241,2022-04-24,113345
P029920,2022-07-01,115840
P016542,2022-07-06,114007
P021737,2022-11-08,92622
P017134,2022-04-02,47266
P049891,2023-03-06,95287
P039291,2022-11-14,35824
P006126,2022-12-12,8627
P042512,2022-11-03,114738
P032370,2023-02-21,91790
P031202,2022-09-18,113976
P034746,2023-02-24,51369
P046751,2022-02-12,79100
P004872,2022-10-03,87749
P012290,2022-10-31,5328
P038601,2022-02-10,77060
P031175,2022-10-06,56673
P045048,2022-11-14,39219
P001803,2022-02-12,61265
P018731,2022-08-03,115120
P037885,2022-11-24,56880
P024545,2022-06-13,19757
P039621,2022-11-08,108545
P049550,2022-12-07,8219
P026452,2022-04-09,113992
P014471,2023-01-17,8861
P037814,2022-12-17,80606
P048388,2022-06-11,71222
P045000,2022-04-03,105685
P012351,2022-11-27,43341
P041296,2022-04-23,40697
P023338,2022-11-20,37139
P020913,2022-04-24,109383
P005857,2022-02-23,56879
P009082,2022-08-13,15786
P032181,2022-12-21,11387
P033809,2022-04-19,49295
P006625,2023-02-08,29516
P006110,2022-03-19,90992
P007058,2022-04-14,76579
P037832,2022-06-06,112275
P041140,2022-02-19,83805
P049235,2022-06-27,67526
P041460,2022-10-15,14465
P006134,2023-01-13,112855
P022381,2022-07-04,16777
P007216,2023-02-02,75262
P046000,2022-11-22,53026
P014030,2022-07-31,119118
P019035,2022-12-24,112560
P003743,2022-06-02,26235
P048716,2022-06-08,21301
P028380,2022-08-24,92205
P026799,2022-10-02,87546
P042130,2023-02-25,35092
P022394,2022-04-04,10846
P007814,2022-07-27,107193
P028942,2023-01-23,69429
P033918,2022-08-13,100713
P049077,2022-02-19,44977
P049826,2022-08-24,61365
P026021,2022-12-15,25364
P019593,2022-07-27,46058
P028189,2022-10-26,98650
P003319,2022-10-08,11228
P031405,2022-07-08,80042
P020901,2022-03-19,66448
P028520,2022-10-27,55421
P022101,2022-10-26,43467
P004374,2022-06-30,34827
P028909,2022-05-14,53133
P023019,2022-12-05,31613
P033845,2022-02-21,26549
P008090,2023-01-27,83906
P008098,2023-02-19,34072
P001783,2022-11-08,62363
P006124,2022-03-31,39454
P044844,2022-04-22,59554
P010985,2022-10-22,52848
P000448,2022-07-09,46583
P041713,2023-01-02,71351
P004555,2022-08-12,7040
P043193,2022-10-29,20042
P009710,2022-04-14,43545
P011240,2022-07-23,16262
P024445,2022-10-17,9355
P021384,2022-10-26,11526
P019842,2022-06-15,80182
P005265,2022-05-22,113728
P047718,2022-05-14,51019
P004983,2022-05-08,9283
P000877,2023-01-12,8483
P025085,2022-09-08,84147
P001932,2022-11-07,113382
P015072,2023-01-18,74869
P015865,2022-09-28,25102
P002385,2022-06-05,112018
P019484,2022-08-02,58512
P028291,2023-03-07,46398
P027175,2022-08-09,74121
P032183,2022-09-13,95470
P032055,2022-02-19,20403
P008398,2022-03-19,20054
P001369,2022-09-27,63955
P001030,2022-12-02,115398
P024820,2022-04-30,75598
P040856,2022-03-29,32681
P016544,2022-12-09,10985
P014822,2022-04-05,49892
P023792,2022-11-25,72333
P036518,2023-01-30,47156
P014653,2022-10-28,78115
P014068,2022-12-19,63181
P024524,2022-08-14,39710
P004000,2022-11-27,47871
P049225,2022-04-25,110139
P018143,2022-11-14,75331
P005770,2023-01-01,13828
P002889,2022-09-22,84735
P037527,2023-01-05,37988
P024020,2022-09-29,15366
P041342,2022-10-04,37861
P021351,2022-05-17,46288
P037778,2023-02-18,111044
P014180,2022-09-23,69972
P014550,2022-04-28,26353
P006646,2023-02-03,67933
P007415,2022-06-29,61285
P001918,2022-02-08,54385
P039557,2022-08-08,77918
P034229,2022-02-03,93966
P031718,2022-11-23,95634
P016673,2022-04-24,117777
P027390,2022-11-23,80876
P015792,2022-12-08,20617
P044863,2022-06-26,34081
P028455,2022-08-25,12893
P014540,2022-04-21,78819
P042656,2022-05-21,28243
P015743,2023-01-09,19156
P033567,2022-11-19,95154
P040976,2022-05-29,48928
P043814,2022-04-25,102903
P044910,2022-04-26,85108
P017674,2022-05-13,14343
P000207,2022-02-24,90499
P047581,2022-06-14,97807
P009699,2022-09-12,110180
P005828,2022-08-07,86807
P029027,2022-03-10,17484
P013215,2022-12-08,106363
P041545,2022-09-02,20304
P005027,2022-09-18,116697
P038898,2023-02-04,43765
P028721,2023-02-05,34179
P029337,2022-11-12,65676
P042813,2022-08-23,43683
P016721,2022-07-30,115307
P023518,2022-12-04,30033
P012119,2022-10-01,12077
P021429,2022-11-25,40894
P023487,2022-08-24,21711
P025186,2022-08-05,41348
P017924,2022-06-21,83921
P024107,2022-06-14,117684
P043281,2022-08-14,89625
P037518,2022-02-10,77136
P038877,2023-02-15,53682
P008975,2022-10-30,14672
P048511,2022-02-14,107985
P035180,2022-03-30,100805
P038239,2023-01-13,101366
P034250,2023-03-03,12369
P019734,2022-08-19,36166
P039723,2022-04-10,40595
P030109,2022-05-03,69187
P031800,2022-02-03,49449
P031726,2022-07-07,108276
P042113,2023-01-22,21371
P028725,2023-01-05,85797
P018883,2022-09-16,41896
P016995,2022-07-08,47126
P040922,2023-01-18,118831
P039179,2023-01-19,90989
P005990,2022-07-18,47095
P011312,2022-04-20,23107
P010964,2022-05-07,22991
P009702,2022-10-07,20537
P012129,2023-02-01,21977
P043117,2022-12-06,53499
P012911,2022-09-14,15611
P018679,2022-12-11,117525
P011292,2022-03-19,93982
P039790,2022-09-29,110162
P001716,2022-06-17,38256
P035471,2022-05-30,77191
P010300,2022-12-08,66163
P012730,2023-02-12,118073
P036314,2022-11-07,58074
P042859,2022-12-04,115650
P031708,2022-10-07,32850
P020676,2023-01-29,66140
P032416,2022-12-06,29785
P027485,2022-06-03,79979
P000479,2022-12-13,85346
P000195,2022-03-26,11431
P010801,2022-11-07,107301
P031771,2023-01-25,102658
P031736,2023-01-13,92787
P039865,2023-01-19,84261
P010454,2022-10-16,27996
P015506,2022-05-18,29011
P007635,2023-01-15,91558
P041434,2023-01-05,64586
P048229,2022-09-19,26639
P049703,2022-11-12,80208
P010898,2022-07-27,97544
P045834,2022-09-05,43007
P045828,2023-03-06,65234
P043614,2022-09-01,54347
P030493,2023-02-18,10064
P002725,2022-06-12,105011
P034154,2022-06-15,73429
P011963,2022-07-24,56607
P043660,2022-12-26,50755
P009453,2023-01-30,20175
P040357,2022-04-19,115184
P025415,2023-01-18,22608
P022494,2023-02-12,87015
P016869,2022-03-08,48427
P008889,2022-06-07,12846
P044172,2022-11-26,45644
P045675,2022-11-03,34240
P045746,2022-04-28,78276
P018747,2022-10-24,38717
P009834,2022-04-13,105513
P013564,2022-04-02,115765
P046409,2022-11-28,16639
P000106,2022-06-03,61159
P031951,2022-09-18,93351
P011730,2023-01-26,73211
P040896,2022-05-25,103439
P005034,2022-12-16,110201
P007361,2023-01-03,108023
P024331,2022-04-24,16338
P033736,2023-02-27,35920
P042665,2022-02-08,57234
P004497,2023-02-19,66074
P032137,2022-10-01,40802
P041179,2022-03-09,67453
P000265,2023-02-06,42579
P014005,2022-02-21,55408
P009486,2022-10-16,50812
P000809,2022-09-20,41536
P022416,2022-03-09,96005
P014909,2022-12-18,94680
P006916,2022-09-15,89142
P042943,2022-09-15,69242
P036311,2022-05-29,45258
P029239,2022-06-28,52560
P026332,2022-11-08,95398
P026529,2022-07-05,17127
P025109,2022-11-14,83557
P031017,2022-09-15,24521
P023997,2022-08-26,96087
P044066,2022-06-23,27238
P024788,2022-08-23,109925
P002049,2022-11-15,91493
P041533,2022-02-14,108078
P048168,2022-03-24,50410
P025149,2022-09-01,111739
P021478,2022-07-24,7174
P047885,2023-02-27,48371
P004140,2022-12-05,21791
P004256,2022-07-25,119425
P015701,2022-03-01,83539
P040948,2022-05-28,87168
P003563,2022-03-28,38798
P034886,2022-10-04,77672
P011135,2022-06-08,34129
P041839,2022-07-23,101615
P007679,2022-11-06,86193
P031379,2023-01-31,46009
P029609,2022-04-21,72405
P045493,2022-03-23,13182
P031679,2022-04-06,46716
P031634,2022-11-12,57737
P012639,2022-09-04,11864
P043158,2022-12-07,43113
P027616,2022-06-17,105487
P008176,2022-09-05,110877
P034805,2022-10-04,45766
P001025,2022-11-07,109820
P048642,2023-01-19,54521
P023421,2022-11-13,117539
P029224,2022-03-09,74533
P012175,2022-09-22,51001
P024989,2022-11-12,32730
P024842,2022-03-03,97182
P036600,2023-01-30,28436
P008426,2022-12-18,91715
P040818,2022-04-29,111475
P028231,2022-03-20,26783
P042888,2022-11-14,31393
P039576,2022-02-19,58343
P038477,2022-04-23,62450
P016074,2022-02-25,58948
P048817,2022-04-27,49069
P040807,2023-01-27,55159
P016443,2023-02-20,81711
P044813,2022-03-12,51030
P025206,2023-01-20,76770
P012490,2022-02-12,68340
P004894,2022-12-29,89375
P002913,2022-02-09,118547
P025300,2022-04-21,48466
P008643,2022-07-01,92236
P004380,2023-01-11,42574
P035855,2022-12-05,33012
P019983,2022-07-30,41005
P045280,2022-05-03,50864
P035168,2022-07-05,22640
P016004,2022-02-10,98310
P043832,2022-09-02,60195
P045374,2022-12-18,107752
P032715,2023-02-23,55100
P032560,2022-10-01,118329
P029133,2022-06-13,81717
P004176,2022-02-22,110736
P016376,2023-02-22,19673
P029974,2022-05-12,28525
P035443,2022-09-26,23170
P043314,2022-09-23,25747
P017647,2022-10-13,49669
P013222,2022-09-08,22605
P015177,2022-02-10,6655
P013072,2022-12-15,46874
P038310,2022-07-07,79334
P015825,2023-02-08,51206
P037488,2023-02-08,13225
P011489,2022-02-13,73111
P043060,2022-09-13,64811
P043539,2022-12-15,71996
P023819,2022-04-26,17425
P037336,2022-06-05,50735
P001079,2022-11-01,32558
P024106,2022-02-20,21365
P044953,2022-12-13,34015
P007384,2023-03-03,9373
P019074,2022-02-03,65617
P006803,2022-03-17,17397
P045482,2022-09-25,54201
P012405,2022-09-01,23914
P003248,2022-12-09,44092
P018372,2022-06-02,56886
P001026,2022-02-11,99710
P048272,2022-02-21,45523
P023621,2023-02-23,38057
P010847,2022-12-22,114013
P031279,2022-12-18,111084
P001611,2022-10-08,53717
P034378,2022-12-23,9536
P014871,2022-12-04,54729
P042686,2022-09-12,33642
P012661,2023-01-26,12080
P008646,2022-06-13,30857
P020349,2022-09-21,76592
P021328,2022-03-13,42626
P041175,2022-03-11,31219
P045765,2023-01-27,37323
P007520,2022-04-30,114485
P038848,2022-07-23,116306
P005278,2022-02-17,68202
P031007,2022-04-05,78705
P004644,2022-04-06,118584
P049356,2022-05-27,108192
P048235,2022-08-18,63462
P040038,2022-11-25,95490
P001860,2022-07-14,8323
P011743,2022-02-22,37413
P029806,2023-02-03,23648
P037814,2022-04-07,67362
P012687,2022-09-29,33619
P002303,2022-11-18,23945
P030506,2022-05-11,115548
P023907,2023-01-25,33422
P019294,2022-10-24,27645
P029053,2022-12-01,109836
P013985,2022-07-12,49730
P000831,2023-02-26,34221
P025148,2022-09-03,7257
P002344,2022-07-06,57466
P041261,2022-09-05,11536
P026699,2022-08-10,9700
P004962,2022-04-28,47759
P026008,2022-10-20,108496
P023060,2022-03-16,19950
P017826,2023-01-16,112165
P014388,2022-04-01,94128
P033462,2022-04-25,65554
P011160,2022-12-17,59736
P011241,2022-03-10,73540
P013186,2022-09-22,95801
P019032,2022-07-20,35261
P034201,2022-06-13,31818
P000041,2022-02-05,62172
P017608,2022-05-16,95741
P032141,2022-07-10,67630
P029386,2022-02-17,86270
P001957,2022-10-29,54205
P033402,2022-02-11,43871
P033094,2022-02-28,81081
P043669,2022-11-22,41867
P004831,2022-10-19,115120
P014122,2022-02-04,95249
P021806,2022-04-10,8545
P005407,2022-06-29,22188
P039654,2023-01-24,30035
P008835,2022-10-15,70862
P033459,2022-09-30,119272
P021422,2022-10-14,58850
P043071,2022-03-01,65035
P036537,2022-07-09,15513
P042507,2022-07-04,115028
P037101,2022-08-27,30740
P021998,2022-05-06,8165
P043531,2022-07-22,70349
P021005,2022-11-29,119379
P000549,2022-03-05,99393
P042543,2022-02-06,118832
P001282,2022-10-31,58783
P036880,2022-11-16,42171
P047683,2022-02-15,118105
P039075,2022-06-19,29791
P045547,2023-02-24,100021
P001081,2022-02-12,92818
P038383,2022-12-12,6639
P018835,2022-02-24,17662
P004204,2022-12-16,65750
P045105,2023-02-18,72721
P026517,2022-04-09,70376
P003447,2023-01-23,89607
P049383,2022-03-03,72318
P030254,2022-02-21,39423
P011953,2022-05-08,64480
P048575,2022-12-15,15448
P038425,2022-07-27,55366
P033149,2022-10-09,63431
P020635,2023-03-06,46808
P026376,2022-02-10,29949
P022228,2023-02-05,50596
P032883,2022-06-03,115431
P008815,2022-03-12,70848
P043290,2022-03-28,37659
P006425,2022-04-14,107108
P027982,2022-06-05,23061
P031956,2023-01-28,112577
P018167,2022-02-02,110470
P015892,2022-04-30,115367
P023297,2023-03-07,36114
P020970,2022-08-18,105285
P009923,2022-06-12,52249
P018212,2022-02-02,64400
P018649,2023-02-02,16143
P010977,2022-12-12,34677
P044045,2022-02-02,88349
P023668,2022-08-02,101612
P045642,2023-02-21,49868
P001899,2023-02-12,54156
P024355,2022-07-16,33081
P008473,2023-01-25,7142
P032472,2022-08-02,80148
P035041,2022-08-28,104176
P044801,2022-07-05,47181
P004758,2022-05-26,21436
P036081,2023-02-20,9883
P009117,2022-12-02,102740
P022040,2022-12-27,24578
P016104,2022-08-22,97746
P033700,2022-08-19,106373
P030724,2022-06-02,54894
P028242,2023-02-24,68627
P007063,2022-12-07,69785
P016998,2022-12-21,15836
P044222,2022-10-02,70289
P029554,2022-03-23,51587
P041873,2022-06-28,85241
P035470,2022-08-29,33637
P006062,2022-10-14,59055
P020866,2023-02-16,30673
P007466,2022-03-30,58369
P036163,2022-02-17,38544
P017025,2022-08-28,43196
P047605,2022-11-27,61690
P045311,2022-12-23,62771
P031694,2022-12-22,68596
P041910,2023-01-18,119385
P040511,2022-04-03,66828
P046297,2022-11-08,93811
P027794,2022-08-12,76598
P048117,2023-01-20,32913
P006553,2022-05-15,44125
P021684,2022-12-01,118192
P033995,2022-06-12,11269
P017563,2022-07-05,51100
P044300,2022-12-26,102004
P043577,2022-11-05,39495
P036167,2022-07-07,7975
P034380,2022-03-13,88368
P044667,2022-10-03,36352
P046386,2022-02-15,67016
P029257,2022-11-16,104582
P042992,2022-02-20,59456
P010093,2022-02-15,82405
P014170,2022-03-07,109052
P023312,2022-06-07,89648
P049505,2022-06-22,69580
P005471,2022-07-05,63343
P038291,2022-03-09,99886
P008375,2022-09-08,25748
P005078,2022-12-24,5951
P027528,2022-10-01,49138
P042989,2022-04-07,35178
P000178,2022-12-21,65679
P039821,2022-07-25,48406
P047636,2023-01-10,75355
P022116,2023-01-26,95750
P015815,2022-06-09,70407
P028534,2022-02-04,14371
P038119,2022-08-20,18355
P009061,2023-01-26,44075
P036808,2023-01-18,89922
P033015,2023-01-08,88674
P009508,2023-01-31,85178
P033499,2022-03-16,93714
P043338,2022-07-07,90911
P006643,2022-04-29,28161
P017731,2022-11-21,48860
P005255,2022-11-04,113495
P040959,2023-01-03,93167
P000798,2022-11-13,58255
P018906,2022-09-01,19758
P009348,2022-03-23,20862
P014589,2022-11-20,6183
P048992,2022-02-26,77912
P044559,2022-02-04,17627
P041895,2022-06-09,45264
P010416,2022-04-28,20895
P028874,2022-08-08,82502
P031890,2022-06-28,90930
P038932,2023-01-24,111124
P021944,2022-10-24,116674
P040085,2022-02-13,66577
P044923,2022-11-03,71760
P043235,2022-05-21,87053
P010932,2023-02-27,23383
P047214,2022-04-27,83400
P047431,2023-02-13,107917
P035058,2022-10-27,45564
P036721,2022-09-08,40453
P044543,2022-07-18,30369
P004357,2022-07-29,83295
P049494,2022-11-08,101499
P023114,2022-03-21,101076
P040191,2023-02-19,30972
P034470,2023-01-24,76628
P001706,2023-03-07,51572
P023063,2023-02-20,84159
P041961,2022-09-05,95242
P011361,2022-07-24,75185
P027381,2022-02-04,27743
P022295,2022-05-18,108710
P018633,2022-02-20,91652
P035299,2023-01-06,5823
P006529,2022-10-23,119345
P038486,2022-04-14,47836
P018674,2022-05-01,81939
P009625,2022-10-28,50690
P033233,2022-12-05,107829
P015883,2022-05-29,103311
P015332,2022-07-25,39184
P034350,2022-10-06,68699
P004846,2023-02-17,112427
P010249,2022-10-22,53696
P000099,2022-02-12,84773
P040059,2022-11-30,42763
P023745,2022-08-07,92288
P010353,2022-08-06,110487
P002804,2022-03-16,7107
P041189,2022-07-28,65010
P000324,2022-11-02,36838
P013568,2022-10-08,82499
P019076,2022-07-20,109340
P043547,2022-07-15,89769
P001180,2022-04-26,29900
P041882,2022-06-21,67533
P004203,2022-02-01,106139
P014194,2022-06-23,64738
P045708,2022-11-18,61157
P029184,2022-06-11,88216
P002902,2022-08-03,101405
P019918,2022-12-15,106375
P049025,2022-12-02,108010
P023260,2022-10-18,37496
P027660,2022-04-28,93385
P018494,2022-03-12,18832
P043932,2022-09-11,55437
P006014,2022-11-03,114063
P021057,2022-03-27,116430
P002990,2022-09-24,80716
P047974,2022-10-27,89323
P038877,2022-11-03,41187
P027331,2022-09-17,85402
P014174,2022-03-30,26918
P018217,2023-01-18,27870
P046838,2022-04-03,68130
P026961,2022-08-20,63921
P016982,2022-03-11,15047
P000718,2022-12-15,37949
P043735,2022-09-13,30569
P025826,2022-06-22,38798
P030746,2022-03-05,5527
P017882,2022-12-08,62498
P036568,2023-01-25,103835
P026486,2022-03-31,22786
P008597,2022-04-05,5140
P033795,2022-02-01,79309
P014166,2022-12-10,90520
P010511,2022-03-25,105321
P002967,2022-06-12,43572
P040157,2022-03-18,16847
P049418,2022-03-11,115011
P048445,2022-09-24,114733
P016843,2022-09-23,30990
P001096,2022-10-14,109945
P028243,2022-07-10,118369
P012026,2022-12-24,111520
P028680,2022-10-31,68447
P046855,2023-01-06,59291
P022885,2022-10-22,24567
P043964,2022-07-31,25391
P046496,2022-07-11,22619
P047472,2022-05-16,71492
P048715,2023-01-08,97235
P019913,2022-11-26,59238
P006648,2022-07-26,96497
P021778,2023-03-01,61470
P045841,2022-10-19,29079
P006457,2022-08-16,18939
P045539,2022-06-10,114373
P044873,2023-01-18,108448
P021151,2022-02-23,81865
P031674,2023-01-25,27482
P018574,2022-12-03,72491
P044485,2022-03-31,29396
P005628,2022-03-10,91411
P031133,2022-09-01,56677
P013620,2022-07-26,24905
P043077,2022-05-02,20169
P037927,2022-07-02,43985
P014217,2022-10-23,8962
P038101,2022-09-27,28074
P021378,2023-01-17,33985
P004891,2022-02-18,66750
P010118,2022-08-10,30840
P043322,2022-04-06,81457
P044307,2022-03-08,36644
P030724,2022-06-30,44745
P047657,2022-07-16,25692
P007278,2023-01-07,53068
P014113,2022-08-28,14031
P029129,2022-03-15,104662
P028686,2022-05-23,85861
P006470,2022-11-18,45406
P042160,2022-09-27,81308
P026257,2022-03-28,65495
P046195,2023-02-11,6860
P001791,2022-12-02,52557
P011329,2022-05-09,43036
P019440,2022-05-29,117574
P021487,2022-12-22,19023
P035454,2022-04-21,69642
P019599,2023-01-10,9849
P044516,2022-10-27,46341
P046475,2023-01-31,83140
P044042,2022-04-27,52921
P011235,2022-04-02,77636
P018504,2022-08-02,41118
P009844,2022-06-10,103030
P028560,2022-03-04,54488
P045672,2022-05-13,6120
P025677,2022-02-13,5845
P044668,2022-12-22,36895
P047201,2022-08-24,116361
P041132,2022-02-28,98619
P049071,2022-07-23,103096
P030714,2023-01-03,34670
P024964,2022-06-06,77973
P006931,2023-02-24,13905
P026514,2022-05-26,43535
P042297,2022-06-16,73395
P014485,2022-06-28,117698
P033030,2022-09-26,5539
P008644,2023-02-17,32683
P047036,2023-01-10,110493
P008595,2022-06-19,9371
P003445,2022-12-04,48283
P046891,2022-05-19,30143
P044624,2023-03-06,106362
P038925,2022-04-15,54749
P007097,2022-04-12,71695
P043675,2022-05-06,13627
P014224,2022-07-10,7256
P026998,2022-09-24,38388
P019616,2022-04-26,36019
P028497,2022-02-17,47466
P013243,2022-10-01,53179
P007943,2022-04-07,51992
P001891,2022-03-31,89683
P028039,2022-12-24,68228
P010661,2022-06-17,103668
P021816,2022-11-08,26842
P004730,2022-06-10,49714
P010741,2022-02-24,93188
P025140,2022-10-16,25625
P010616,2022-03-23,5929
P024754,2022-02-16,89444
P008629,2022-12-15,14887
P014940,2022-12-11,56200
P012479,2022-08-23,82600
P040146,2022-05-29,6993
P031059,2022-02-16,110849
P011008,2022-04-27,106122
P037528,2022-11-01,76635
P036618,2022-10-01,34402
P043291,2022-03-30,94308
P005614,2022-10-08,45078
P000622,2022-06-20,111784
P005353,2022-06-04,96267
P001187,2023-01-02,28916
P027109,2022-08-13,118410
P006844,2022-07-09,67168
P021686,2023-01-21,46394
P016511,2022-07-23,77017
P048206,2022-04-05,32251
P011418,2022-10-10,109637
P048709,2022-05-26,59079
P005064,2022-06-06,99055
P006128,2022-09-19,89710
P018132,2022-11-25,7414
P005130,2023-02-18,96425
P015131,2022-11-25,17408
P010703,2022-05-31,23602
P033898,2022-07-16,113003
P013812,2022-03-30,35685
P000524,2023-01-23,75236
P012922,2022-07-21,70311
P021726,2023-02-15,59775
P021943,2022-06-09,58366
P033029,2022-11-10,90598
P040259,2022-12-29,61326
P006301,2022-02-09,8366
P033533,2022-07-05,35599
P004788,2022-10-12,28022
P009674,2022-09-20,88616
P024062,2022-04-03,119200
P019140,2022-12-16,14698
P024747,2023-01-26,92420
P007714,2022-02-17,55374
P038137,2023-01-05,9217
P000630,2022-05-03,56489
P023092,2022-09-23,58459
P048218,2022-04-27,61639
P028985,2022-04-12,114782
P001326,2023-01-04,118805
P011287,2022-09-02,86102
P049382,2022-11-15,59540
P038117,2022-03-16,35657
P047065,2022-11-24,20545
P001244,2022-10-07,28319
P045712,2022-03-15,61531
P024080,2022-12-20,43206
P016068,2022-10-10,95223
P024656,2022-05-04,91995
P033372,2022-10-15,28460
P028690,2022-09-14,7267
P004239,2022-05-26,78884
P007831,2022-11-12,75812
P018696,2023-01-23,22619
P013971,2022-08-21,30576
P023929,2022-06-14,119287
P012312,2022-08-21,119851
P044444,2022-04-18,103484
P026780,2023-03-05,26716
P016205,2022-03-13,111100
P008246,2023-01-03,12123
P026426,2022-12-29,24539
P040610,2022-06-30,22622
P030862,2022-09-19,49017
P020429,2022-09-18,83958
P043931,2022-10-17,37348
P014879,2023-01-25,118504
P020998,2022-04-21,83288
P034233,2022-02-26,28085
P041730,2022-09-23,42282
P043177,2022-12-17,54837
P023446,2022-12-02,95524
P027355,2022-07-18,68267
P003606,2022-02-17,25937
P025628,2022-08-20,12479
P024678,2022-04-17,49183
P036955,2022-07-20,51081
P028828,2022-04-19,114302
P045263,2022-09-20,118552
P010453,2022-02-08,25511
P019994,2022-05-31,106142
P042539,2023-01-18,65226
P043777,2022-09-20,58979
P019930,2022-05-14,71055
P048979,2022-02-02,66971
P016773,2022-06-06,74858
P035643,2022-04-17,65274
P025469,2022-08-17,57922
P043675,2022-09-24,41262
P025653,2023-02-28,49205
P026610,2022-04-12,45835
P010003,2023-02-23,83604
P041233,2022-05-22,18406
P012872,2022-12-22,81731
P019713,2022-12-06,18551
P015496,2022-07-13,34566
P026705,2022-04-10,118152
P036251,2022-03-05,9419
P025181,2022-08-10,96449
P002293,2022-12-05,26546
P036233,2022-12-01,104367
P028390,2022-08-29,82764
P004602,2022-12-05,15417
P000591,2023-03-07,83401
P001824,2022-05-11,17870
P045880,2022-05-07,75518
P002841,2022-04-11,40832
P016041,2022-02-18,92271
P017022,2022-05-12,102039
P029381,2022-10-03,13116
P047191,2023-01-31,60914
P008088,2023-01-24,16298
P010012,2022-08-14,8460
P019606,2023-02-23,73379
P002731,2022-05-17,26601
P030075,2022-06-30,60159
P044955,2022-12-24,14689
P034723,2022-07-19,86020
P028781,2022-09-22,112115
P033414,2022-07-18,103208
P028492,2022-04-06,91544
P016479,2022-03-31,36985
P022728,2023-02-27,14937
P016964,2023-01-13,114437
P048365,2022-12-16,69295
P037428,2022-04-16,5319
P003912,2023-01-21,72463
P016266,2022-08-05,17324
P019293,2022-09-01,76175
P001010,2022-02-24,119345
P006743,2022-04-14,24678
P000649,2022-08-28,84771
P018755,2022-04-04,50503
P000800,2022-03-14,41849
P022169,2023-02-04,17330
P009161,2022-12-04,37054
P036194,2023-01-11,74925
P033541,2022-10-18,76805
P023942,2023-01-20,82698
P005948,2022-11-09,5721
P018308,2022-06-21,89617
P029437,2022-06-29,50378
P045138,2023-01-04,51471
P002527,2022-12-14,40097
P020636,2022-10-10,13826
P048843,2022-04-23,71477
P040250,2022-10-16,50227
P037184,2022-04-25,117766
P007610,2022-08-21,98709
P006164,2023-01-02,55433
P042309,2022-09-22,7334
P041009,2023-03-07,57735
P046037,2022-02-03,15002
P048862,2022-09-03,110370
P011052,2022-09-14,50044
P003664,2023-02-07,5422
P003616,2022-08-25,69574
P026749,2022-08-01,66024
P039054,2022-10-06,111039
P017052,2022-02-20,26370
P002220,2022-03-28,37653
P027825,2023-02-10,110862
P049785,2022-12-15,101981
P001424,2022-06-01,11761
P032511,2022-07-10,8483
P034307,2022-07-07,34182
P017712,2022-10-02,58791
P025907,2023-02-19,37429
P001199,2022-02-16,97784
P027211,2022-02-09,99794
P024629,2022-04-15,27373
P040331,2022-09-03,37334
P021939,2022-08-18,40370
P047964,2022-07-03,50793
P029809,2022-03-15,72384
P011031,2022-09-07,54076
P003539,2022-11-26,78461
P048878,2022-03-23,33779
P008591,2022-02-24,41142
P010881,2022-08-21,39397
P039337,2022-02-23,100757
P024501,2022-03-17,65300
P034630,2022-08-08,33903
P035567,2022-12-16,19498
P002558,2022-06-04,34324
P017651,2022-12-21,28882
P025321,2022-12-08,18765
P019494,2022-10-27,7678
P019066,2022-12-26,74649
P014464,2022-08-11,39407
P038588,2022-07-18,29851
P017866,2022-08-28,103898
P006434,2022-11-08,49380
P006626,2022-04-21,16663
P035623,2022-12-03,51322
P027226,2023-02-16,65100
P015742,2023-01-28,56984
P028901,2022-04-21,32523
P045926,2022-12-14,55098
P046944,2022-08-15,55872
P048480,2022-03-15,32510
P039468,2022-12-01,98334
P041907,2022-07-29,80313
P011222,2022-12-23,23358
P002679,2023-02-01,45999
P002455,2022-09-11,108707
P042532,2022-10-04,38173
P044082,2022-12-26,102279
P038958,2022-07-30,66106
P021109,2022-05-02,34146
P000661,2022-02-21,108235
P003521,2022-10-02,101299
P005439,2022-02-21,20214
P024580,2022-03-05,95532
P020480,2022-08-18,54470
P000571,2022-03-13,111097
P026303,2022-09-07,48224
P041285,2022-08-24,42801
P024194,2022-03-04,102375
P042542,2022-12-24,95382
P005457,2022-09-24,17646
P037096,2022-07-05,35538
P023711,2022-04-06,119576
P031224,2022-09-02,11849
P016276,2023-01-18,115118
P006547,2023-01-13,118202
P010036,2022-02-21,112412
P038097,2022-09-25,89933
P041474,2022-11-03,91553
P028533,2022-12-25,7582
P045022,2022-04-03,71067
P019703,2022-12-28,110549
P040748,2023-03-07,25592
P018222,2022-11-18,102374
P032046,2022-07-30,46367
P006031,2022-07-17,20416
P028420,2022-08-08,69427
P009158,2023-01-10,114564
P019349,2022-10-02,109459
P043703,2022-05-25,96914
