prestamo_id,cliente_id,fecha_otorgado,monto,tasa,plazo_meses,estado
P020862,48860,2024-05-19 05:00:00,95366,47,9,judicial
P020863,45294,2024-05-19 06:00:00,224897,62,9,judicial
P020864,15826,2024-05-19 07:00:00,88621,59,36,incobrable
P020865,11661,2024-05-19 08:00:00,155476,53,9,incobrable
P020866,37483,2024-05-19 09:00:00,439533,47,36,vigente
P020867,12261,2024-05-19 10:00:00,381561,53,12,atrasado
P020868,11164,2024-05-19 11:00:00,226425,47,36,judicial
P020869,33901,2024-05-19 12:00:00,199972,59,18,vigente
P020870,23218,2024-05-19 13:00:00,495393,47,12,judicial
P020871,757,2024-05-19 14:00:00,370830,47,12,judicial
P020872,26266,2024-05-19 15:00:00,485134,59,9,judicial
P020873,31108,2024-05-19 16:00:00,429933,53,18,judicial
P020874,4428,2024-05-19 17:00:00,370671,47,9,vigente
P020875,35144,2024-05-19 18:00:00,309032,59,9,vigente
P020876,19527,2024-05-19 19:00:00,269892,53,36,atrasado
P020877,9894,2024-05-19 20:00:00,461198,53,24,vigente
P020878,17833,2024-05-19 21:00:00,72418,53,36,vigente
P020879,18899,2024-05-19 22:00:00,327354,59,12,vigente
P020880,41108,2024-05-19 23:00:00,424391,62,6,vigente
P020881,5529,2024-05-20 00:00:00,164592,47,24,judicial
P020882,7225,2024-05-20 01:00:00,141630,47,24,atrasado
P020883,34583,2024-05-20 02:00:00,348539,62,24,judicial
P020884,34512,2024-05-20 03:00:00,35635,53,12,incobrable
P020885,3423,2024-05-20 04:00:00,334762,53,36,atrasado
P020886,36582,2024-05-20 05:00:00,332993,53,6,vigente
P020887,11077,2024-05-20 06:00:00,354200,59,12,judicial
P020888,32754,2024-05-20 07:00:00,421840,47,24,vigente
P020889,25060,2024-05-20 08:00:00,357964,59,6,atrasado
P020890,34624,2024-05-20 09:00:00,287766,62,36,atrasado
P020891,46458,2024-05-20 10:00:00,288070,62,6,incobrable
P020892,11720,2024-05-20 11:00:00,325532,53,18,incobrable
P020893,20491,2024-05-20 12:00:00,300469,62,36,atrasado
P020894,32734,2024-05-20 13:00:00,418776,53,6,atrasado
P020895,36317,2024-05-20 14:00:00,87667,47,6,judicial
P020896,12220,2024-05-20 15:00:00,267272,53,24,vigente
P020897,47929,2024-05-20 16:00:00,475319,59,24,judicial
P020898,34937,2024-05-20 17:00:00,285545,62,12,atrasado
P020899,17622,2024-05-20 18:00:00,48209,59,12,atrasado
P020900,12830,2024-05-20 19:00:00,396600,59,6,judicial
P020901,34132,2024-05-20 20:00:00,463985,47,9,judicial
P020902,12238,2024-05-20 21:00:00,364278,59,12,judicial
P020903,28085,2024-05-20 22:00:00,132587,53,36,incobrable
P020904,23784,2024-05-20 23:00:00,167363,53,36,incobrable
P020905,35970,2024-05-21 00:00:00,346384,53,18,vigente
P020906,171,2024-05-21 01:00:00,308670,53,18,incobrable
P020907,24181,2024-05-21 02:00:00,51320,59,36,vigente
P020908,38305,2024-05-21 03:00:00,286403,59,9,vigente
P020909,31605,2024-05-21 04:00:00,208044,59,36,atrasado
P020910,40517,2024-05-21 05:00:00,367808,62,9,judicial
P020911,2354,2024-05-21 06:00:00,470035,47,36,judicial
P020912,15060,2024-05-21 07:00:00,289934,59,6,judicial
P020913,31046,2024-05-21 08:00:00,60466,62,24,vigente
P020914,41315,2024-05-21 09:00:00,355012,47,12,judicial
P020915,20371,2024-05-21 10:00:00,151373,62,9,vigente
P020916,45129,2024-05-21 11:00:00,167495,47,12,vigente
P020917,8804,2024-05-21 12:00:00,485200,47,9,vigente
P020918,29385,2024-05-21 13:00:00,59231,53,6,judicial
P020919,21136,2024-05-21 14:00:00,332441,62,24,judicial
P020920,45925,2024-05-21 15:00:00,460469,59,24,judicial
P020921,28613,2024-05-21 16:00:00,473482,47,12,atrasado
P020922,14540,2024-05-21 17:00:00,146133,47,12,atrasado
P020923,23191,2024-05-21 18:00:00,241174,53,24,judicial
P020924,16752,2024-05-21 19:00:00,67573,59,36,atrasado
P020925,23067,2024-05-21 20:00:00,256221,47,36,atrasado
P020926,16193,2024-05-21 21:00:00,120241,47,12,atrasado
P020927,7435,2024-05-21 22:00:00,256137,62,18,judicial
P020928,13145,2024-05-21 23:00:00,488045,47,6,atrasado
P020929,5680,2024-05-22 00:00:00,251699,59,9,incobrable
P020930,33101,2024-05-22 01:00:00,174861,47,36,atrasado
P020931,8293,2024-05-22 02:00:00,412316,47,12,incobrable
P020932,879,2024-05-22 03:00:00,362317,47,9,judicial
P020933,31027,2024-05-22 04:00:00,274151,53,36,judicial
P020934,4546,2024-05-22 05:00:00,146462,53,12,atrasado
P020935,32034,2024-05-22 06:00:00,291289,62,18,vigente
P020936,802,2024-05-22 07:00:00,441728,47,6,vigente
P020937,19242,2024-05-22 08:00:00,360821,53,9,vigente
P020938,38341,2024-05-22 09:00:00,461421,47,18,judicial
P020939,8079,2024-05-22 10:00:00,147483,62,18,vigente
P020940,27065,2024-05-22 11:00:00,468289,62,18,incobrable
P020941,14662,2024-05-22 12:00:00,414615,62,36,atrasado
P020942,20281,2024-05-22 13:00:00,272448,59,24,atrasado
P020943,47571,2024-05-22 14:00:00,114433,53,12,atrasado
P020944,22128,2024-05-22 15:00:00,140541,53,6,judicial
P020945,19224,2024-05-22 16:00:00,393501,62,6,atrasado
P020946,4502,2024-05-22 17:00:00,81911,62,36,atrasado
P020947,15396,2024-05-22 18:00:00,241442,59,36,atrasado
P020948,19933,2024-05-22 19:00:00,197732,62,9,incobrable
P020949,3636,2024-05-22 20:00:00,94739,62,12,atrasado
P020950,13112,2024-05-22 21:00:00,384898,59,36,incobrable
P020951,39495,2024-05-22 22:00:00,294043,47,36,atrasado
P020952,38144,2024-05-22 23:00:00,411567,53,6,judicial
P020953,13916,2024-05-23 00:00:00,454953,62,36,incobrable
P020954,15888,2024-05-23 01:00:00,129890,53,6,atrasado
P020955,32187,2024-05-23 02:00:00,90500,59,18,atrasado
P020956,21332,2024-05-23 03:00:00,133298,62,6,vigente
P020957,8702,2024-05-23 04:00:00,340570,62,24,incobrable
P020958,48165,2024-05-23 05:00:00,437144,59,6,vigente
P020959,350,2024-05-23 06:00:00,468958,62,18,atrasado
P020960,952,2024-05-23 07:00:00,135842,62,12,atrasado
P020961,34018,2024-05-23 08:00:00,284978,47,18,atrasado
P020962,35613,2024-05-23 09:00:00,314008,59,36,vigente
P020963,34986,2024-05-23 10:00:00,360882,62,24,atrasado
P020964,5322,2024-05-23 11:00:00,369294,62,24,judicial
P020965,45150,2024-05-23 12:00:00,149582,53,12,judicial
P020966,43302,2024-05-23 13:00:00,259999,47,6,judicial
P020967,9803,2024-05-23 14:00:00,117856,59,6,incobrable
P020968,41802,2024-05-23 15:00:00,435012,53,9,vigente
P020969,43802,2024-05-23 16:00:00,147764,62,24,vigente
P020970,16326,2024-05-23 17:00:00,275829,53,12,judicial
P020971,47008,2024-05-23 18:00:00,141309,53,18,judicial
P020972,49573,2024-05-23 19:00:00,254395,47,9,vigente
P020973,9885,2024-05-23 20:00:00,312539,53,36,judicial
P020974,11716,2024-05-23 21:00:00,176073,62,24,incobrable
P020975,47652,2024-05-23 22:00:00,80083,53,18,incobrable
P020976,37154,2024-05-23 23:00:00,304931,59,18,judicial
P020977,12146,2024-05-24 00:00:00,447661,47,6,vigente
P020978,8542,2024-05-24 01:00:00,272181,53,6,vigente
P020979,5459,2024-05-24 02:00:00,92545,47,36,vigente
P020980,48524,2024-05-24 03:00:00,309773,47,24,incobrable
P020981,15467,2024-05-24 04:00:00,391275,53,12,judicial
P020982,5973,2024-05-24 05:00:00,216864,59,36,judicial
P020983,18904,2024-05-24 06:00:00,404275,62,9,incobrable
P020984,4494,2024-05-24 07:00:00,115137,62,9,incobrable
P020985,35978,2024-05-24 08:00:00,301972,59,36,judicial
P020986,32424,2024-05-24 09:00:00,461402,47,6,incobrable
P020987,45617,2024-05-24 10:00:00,65078,53,36,atrasado
P020988,17678,2024-05-24 11:00:00,123894,62,6,incobrable
P020989,25795,2024-05-24 12:00:00,104190,47,6,judicial
P020990,34022,2024-05-24 13:00:00,334759,47,6,atrasado
P020991,17000,2024-05-24 14:00:00,259891,62,6,judicial
P020992,11212,2024-05-24 15:00:00,477517,53,24,judicial
P020993,32577,2024-05-24 16:00:00,476781,53,24,vigente
P020994,38578,2024-05-24 17:00:00,79908,47,24,atrasado
P020995,45832,2024-05-24 18:00:00,120600,53,24,incobrable
P020996,18316,2024-05-24 19:00:00,364350,53,12,incobrable
P020997,31936,2024-05-24 20:00:00,116759,59,6,atrasado
P020998,9635,2024-05-24 21:00:00,210061,59,6,atrasado
P020999,39300,2024-05-24 22:00:00,197108,62,9,judicial
P021000,4379,2024-05-24 23:00:00,319494,62,24,vigente
P021001,42931,2024-05-25 00:00:00,270665,47,36,vigente
P021002,44755,2024-05-25 01:00:00,407649,47,36,atrasado
P021003,23698,2024-05-25 02:00:00,78009,53,12,incobrable
P021004,17011,2024-05-25 03:00:00,209101,62,12,vigente
P021005,20831,2024-05-25 04:00:00,164206,47,36,atrasado
P021006,44534,2024-05-25 05:00:00,45737,47,18,atrasado
P021007,42691,2024-05-25 06:00:00,92187,59,9,vigente
P021008,33645,2024-05-25 07:00:00,358644,53,6,judicial
P021009,30868,2024-05-25 08:00:00,259228,59,36,vigente
P021010,26412,2024-05-25 09:00:00,319148,59,24,atrasado
P021011,32030,2024-05-25 10:00:00,252251,53,18,incobrable
P021012,42274,2024-05-25 11:00:00,224579,62,36,incobrable
P021013,37184,2024-05-25 12:00:00,230584,62,12,vigente
P021014,23647,2024-05-25 13:00:00,453944,47,36,judicial
P021015,48942,2024-05-25 14:00:00,239178,59,18,vigente
P021016,10376,2024-05-25 15:00:00,37270,53,24,vigente
P021017,4610,2024-05-25 16:00:00,77397,53,36,atrasado
P021018,41114,2024-05-25 17:00:00,368668,53,9,incobrable
P021019,519,2024-05-25 18:00:00,344194,53,9,judicial
P021020,3222,2024-05-25 19:00:00,162897,59,6,vigente
P021021,1528,2024-05-25 20:00:00,465415,47,6,atrasado
P021022,9504,2024-05-25 21:00:00,488663,53,24,judicial
P021023,1977,2024-05-25 22:00:00,400324,53,6,judicial
P021024,48806,2024-05-25 23:00:00,330828,47,24,judicial
P021025,26210,2024-05-26 00:00:00,97467,47,9,judicial
P021026,36322,2024-05-26 01:00:00,434509,53,24,vigente
P021027,23170,2024-05-26 02:00:00,340778,59,36,atrasado
P021028,12969,2024-05-26 03:00:00,216946,53,12,incobrable
P021029,34674,2024-05-26 04:00:00,55295,47,24,atrasado
P021030,8114,2024-05-26 05:00:00,355934,47,18,vigente
P021031,17907,2024-05-26 06:00:00,127125,47,36,judicial
P021032,6103,2024-05-26 07:00:00,182802,62,36,incobrable
P021033,11160,2024-05-26 08:00:00,120323,53,9,incobrable
P021034,43706,2024-05-26 09:00:00,151232,53,18,vigente
P021035,44665,2024-05-26 10:00:00,441867,53,6,judicial
P021036,28443,2024-05-26 11:00:00,254374,59,36,atrasado
P021037,42138,2024-05-26 12:00:00,101088,47,18,vigente
P021038,930,2024-05-26 13:00:00,302255,47,36,vigente
P021039,38862,2024-05-26 14:00:00,243690,62,9,vigente
P021040,40690,2024-05-26 15:00:00,136830,47,6,atrasado
P021041,27206,2024-05-26 16:00:00,233385,59,12,incobrable
P021042,23949,2024-05-26 17:00:00,476393,62,36,atrasado
P021043,48306,2024-05-26 18:00:00,345918,47,36,atrasado
P021044,45164,2024-05-26 19:00:00,209453,62,6,vigente
P021045,14622,2024-05-26 20:00:00,281437,62,18,incobrable
P021046,18184,2024-05-26 21:00:00,494550,47,9,incobrable
P021047,49073,2024-05-26 22:00:00,31760,47,18,judicial
P021048,15999,2024-05-26 23:00:00,50048,47,24,atrasado
P021049,4823,2024-05-27 00:00:00,250030,59,36,atrasado
P021050,34566,2024-05-27 01:00:00,357024,53,36,incobrable
P021051,15905,2024-05-27 02:00:00,326563,62,36,vigente
P021052,33828,2024-05-27 03:00:00,317157,59,36,vigente
P021053,34829,2024-05-27 04:00:00,60974,47,36,vigente
P021054,6012,2024-05-27 05:00:00,219894,47,6,atrasado
P021055,1417,2024-05-27 06:00:00,413455,47,9,vigente
P021056,9129,2024-05-27 07:00:00,359437,59,12,judicial
P021057,45126,2024-05-27 08:00:00,77059,59,24,incobrable
P021058,5811,2024-05-27 09:00:00,68338,47,18,judicial
P021059,40193,2024-05-27 10:00:00,390327,62,6,vigente
P021060,12112,2024-05-27 11:00:00,267379,53,6,incobrable
P021061,37971,2024-05-27 12:00:00,396517,53,9,incobrable
P021062,46541,2024-05-27 13:00:00,83049,59,9,vigente
P021063,34509,2024-05-27 14:00:00,97303,47,9,judicial
P021064,19798,2024-05-27 15:00:00,349154,59,12,atrasado
P021065,30013,2024-05-27 16:00:00,77828,47,24,incobrable
P021066,18931,2024-05-27 17:00:00,301607,59,9,atrasado
P021067,10363,2024-05-27 18:00:00,422527,62,6,judicial
P021068,47496,2024-05-27 19:00:00,150013,53,6,judicial
P021069,7247,2024-05-27 20:00:00,130503,53,24,judicial
P021070,4143,2024-05-27 21:00:00,428512,62,24,vigente
P021071,44326,2024-05-27 22:00:00,476375,47,12,incobrable
P021072,44011,2024-05-27 23:00:00,421494,59,36,vigente
P021073,37041,2024-05-28 00:00:00,401662,59,12,judicial
P021074,14229,2024-05-28 01:00:00,351132,47,18,judicial
P021075,15724,2024-05-28 02:00:00,113163,53,24,incobrable
P021076,5038,2024-05-28 03:00:00,54672,62,12,judicial
P021077,15960,2024-05-28 04:00:00,255853,62,36,incobrable
P021078,18512,2024-05-28 05:00:00,136978,53,9,vigente
P021079,49617,2024-05-28 06:00:00,132311,59,18,atrasado
P021080,33772,2024-05-28 07:00:00,178319,62,24,judicial
P021081,13387,2024-05-28 08:00:00,381760,59,12,atrasado
P021082,23068,2024-05-28 09:00:00,150253,47,24,vigente
P021083,14068,2024-05-28 10:00:00,443037,53,12,judicial
P021084,14802,2024-05-28 11:00:00,131133,53,6,judicial
P021085,43174,2024-05-28 12:00:00,196947,47,24,vigente
P021086,29651,2024-05-28 13:00:00,480692,62,18,atrasado
P021087,7191,2024-05-28 14:00:00,230837,59,6,judicial
P021088,4002,2024-05-28 15:00:00,35649,47,24,vigente
P021089,18415,2024-05-28 16:00:00,479049,62,24,vigente
P021090,33713,2024-05-28 17:00:00,39915,47,9,incobrable
P021091,49647,2024-05-28 18:00:00,146753,59,18,judicial
P021092,45435,2024-05-28 19:00:00,463536,53,18,judicial
P021093,48370,2024-05-28 20:00:00,350776,53,24,atrasado
P021094,23373,2024-05-28 21:00:00,483219,53,24,judicial
P021095,11841,2024-05-28 22:00:00,213534,59,24,atrasado
P021096,35574,2024-05-28 23:00:00,489056,59,18,atrasado
P021097,46144,2024-05-29 00:00:00,493630,47,24,judicial
P021098,24216,2024-05-29 01:00:00,206017,62,6,judicial
P021099,39495,2024-05-29 02:00:00,370452,47,12,judicial
P021100,16218,2024-05-29 03:00:00,66710,59,9,judicial
P021101,14845,2024-05-29 04:00:00,39364,59,9,atrasado
P021102,17463,2024-05-29 05:00:00,272752,53,6,incobrable
P021103,48396,2024-05-29 06:00:00,403049,62,24,judicial
P021104,16302,2024-05-29 07:00:00,416707,53,18,atrasado
P021105,41774,2024-05-29 08:00:00,499469,53,18,vigente
P021106,10415,2024-05-29 09:00:00,56892,62,36,atrasado
P021107,29095,2024-05-29 10:00:00,275326,47,6,judicial
P021108,26975,2024-05-29 11:00:00,319036,59,36,judicial
P021109,23961,2024-05-29 12:00:00,470493,59,12,judicial
P021110,12901,2024-05-29 13:00:00,41157,47,36,atrasado
P021111,11714,2024-05-29 14:00:00,164462,53,9,atrasado
P021112,14440,2024-05-29 15:00:00,143017,53,9,atrasado
P021113,13466,2024-05-29 16:00:00,70996,59,12,incobrable
P021114,30174,2024-05-29 17:00:00,198727,62,12,judicial
P021115,21535,2024-05-29 18:00:00,159535,47,12,incobrable
P021116,38493,2024-05-29 19:00:00,339890,59,6,incobrable
P021117,10006,2024-05-29 20:00:00,287175,53,6,atrasado
P021118,6908,2024-05-29 21:00:00,228691,53,24,judicial
P021119,43954,2024-05-29 22:00:00,357959,53,36,vigente
P021120,12594,2024-05-29 23:00:00,147134,59,6,judicial
P021121,35430,2024-05-30 00:00:00,484770,59,12,judicial
P021122,28254,2024-05-30 01:00:00,439152,53,24,vigente
P021123,18311,2024-05-30 02:00:00,297065,62,9,atrasado
P021124,18685,2024-05-30 03:00:00,61650,47,6,incobrable
P021125,30822,2024-05-30 04:00:00,480965,53,18,vigente
P021126,3999,2024-05-30 05:00:00,471599,47,6,judicial
P021127,25825,2024-05-30 06:00:00,213528,47,9,vigente
P021128,9272,2024-05-30 07:00:00,91093,53,12,vigente
P021129,39583,2024-05-30 08:00:00,126083,53,36,atrasado
P021130,41132,2024-05-30 09:00:00,319759,59,12,atrasado
P021131,16953,2024-05-30 10:00:00,342135,59,6,atrasado
P021132,555,2024-05-30 11:00:00,151942,47,18,atrasado
P021133,232,2024-05-30 12:00:00,354282,59,12,atrasado
P021134,16703,2024-05-30 13:00:00,97423,47,6,incobrable
P021135,2623,2024-05-30 14:00:00,267421,62,12,incobrable
P021136,49515,2024-05-30 15:00:00,421870,47,9,judicial
P021137,32303,2024-05-30 16:00:00,129955,47,36,atrasado
P021138,26621,2024-05-30 17:00:00,432426,62,12,incobrable
P021139,27852,2024-05-30 18:00:00,376779,47,18,incobrable
P021140,43188,2024-05-30 19:00:00,52062,53,9,judicial
P021141,8178,2024-05-30 20:00:00,252768,59,9,incobrable
P021142,17187,2024-05-30 21:00:00,185936,53,18,atrasado
P021143,9748,2024-05-30 22:00:00,490150,47,18,incobrable
P021144,35006,2024-05-30 23:00:00,290272,59,6,incobrable
P021145,33949,2024-05-31 00:00:00,479326,53,18,atrasado
P021146,4688,2024-05-31 01:00:00,461821,62,18,vigente
P021147,7614,2024-05-31 02:00:00,339764,53,18,incobrable
P021148,8807,2024-05-31 03:00:00,397032,62,12,vigente
P021149,24350,2024-05-31 04:00:00,197015,59,18,atrasado
P021150,45499,2024-05-31 05:00:00,447275,59,36,incobrable
P021151,23372,2024-05-31 06:00:00,401270,62,36,judicial
P021152,2058,2024-05-31 07:00:00,166401,62,9,judicial
P021153,34768,2024-05-31 08:00:00,150289,62,6,judicial
P021154,18399,2024-05-31 09:00:00,277678,53,24,incobrable
P021155,43047,2024-05-31 10:00:00,38886,62,6,judicial
P021156,25679,2024-05-31 11:00:00,114482,59,18,atrasado
P021157,42302,2024-05-31 12:00:00,276141,53,18,atrasado
P021158,2827,2024-05-31 13:00:00,485975,53,9,judicial
P021159,6242,2024-05-31 14:00:00,360115,59,9,judicial
P021160,1128,2024-05-31 15:00:00,325264,47,6,vigente
P021161,29060,2024-05-31 16:00:00,132940,47,12,vigente
P021162,8801,2024-05-31 17:00:00,365412,62,36,vigente
P021163,38727,2024-05-31 18:00:00,492065,47,6,vigente
P021164,1834,2024-05-31 19:00:00,431383,59,24,judicial
P021165,11545,2024-05-31 20:00:00,289935,62,18,vigente
P021166,32283,2024-05-31 21:00:00,413400,62,24,atrasado
P021167,26304,2024-05-31 22:00:00,430883,47,12,atrasado
P021168,2691,2024-05-31 23:00:00,352854,59,9,vigente
P021169,46570,2024-06-01 00:00:00,261654,59,18,judicial
P021170,29329,2024-06-01 01:00:00,154923,59,18,atrasado
P021171,38806,2024-06-01 02:00:00,204979,53,6,vigente
P021172,31817,2024-06-01 03:00:00,137031,47,12,incobrable
P021173,15082,2024-06-01 04:00:00,45987,53,18,judicial
P021174,40422,2024-06-01 05:00:00,141242,53,9,judicial
P021175,11143,2024-06-01 06:00:00,378164,62,24,judicial
P021176,38685,2024-06-01 07:00:00,403251,53,6,judicial
P021177,13864,2024-06-01 08:00:00,39401,53,18,vigente
P021178,35050,2024-06-01 09:00:00,444076,47,6,vigente
P021179,32902,2024-06-01 10:00:00,119998,62,12,atrasado
P021180,47891,2024-06-01 11:00:00,478991,59,12,incobrable
P021181,9158,2024-06-01 12:00:00,37872,62,12,vigente
P021182,44963,2024-06-01 13:00:00,67154,62,6,judicial
P021183,5014,2024-06-01 14:00:00,417491,59,6,incobrable
P021184,63,2024-06-01 15:00:00,113413,62,36,incobrable
P021185,35044,2024-06-01 16:00:00,284990,53,12,incobrable
P021186,41721,2024-06-01 17:00:00,42456,47,36,atrasado
P021187,16896,2024-06-01 18:00:00,498848,47,6,atrasado
P021188,3767,2024-06-01 19:00:00,255330,47,36,incobrable
P021189,46781,2024-06-01 20:00:00,488509,47,12,judicial
P021190,1865,2024-06-01 21:00:00,102797,47,36,incobrable
P021191,38187,2024-06-01 22:00:00,461114,62,24,atrasado
P021192,28425,2024-06-01 23:00:00,351617,59,24,incobrable
P021193,13383,2024-06-02 00:00:00,32567,59,36,vigente
P021194,47528,2024-06-02 01:00:00,176111,62,18,judicial
P021195,39718,2024-06-02 02:00:00,436009,53,18,atrasado
P021196,3648,2024-06-02 03:00:00,141899,59,18,judicial
P021197,36482,2024-06-02 04:00:00,63678,59,12,judicial
P021198,11054,2024-06-02 05:00:00,388193,62,9,incobrable
P021199,32066,2024-06-02 06:00:00,232654,53,36,vigente
P021200,20697,2024-06-02 07:00:00,302057,62,36,incobrable
P021201,49047,2024-06-02 08:00:00,253441,53,18,vigente
P021202,48053,2024-06-02 09:00:00,192810,62,6,incobrable
P021203,5116,2024-06-02 10:00:00,498448,62,9,vigente
P021204,49418,2024-06-02 11:00:00,332543,47,9,judicial
P021205,23757,2024-06-02 12:00:00,497329,53,18,atrasado
P021206,12356,2024-06-02 13:00:00,208510,53,36,vigente
P021207,39795,2024-06-02 14:00:00,250695,62,36,atrasado
P021208,43728,2024-06-02 15:00:00,156719,59,18,judicial
P021209,17845,2024-06-02 16:00:00,412400,62,9,vigente
P021210,26596,2024-06-02 17:00:00,48824,62,6,judicial
P021211,9314,2024-06-02 18:00:00,92862,47,9,vigente
P021212,48416,2024-06-02 19:00:00,348898,47,24,judicial
P021213,31676,2024-06-02 20:00:00,136552,53,9,atrasado
P021214,25614,2024-06-02 21:00:00,102279,59,24,judicial
P021215,12806,2024-06-02 22:00:00,194845,53,6,incobrable
P021216,15892,2024-06-02 23:00:00,254903,62,24,judicial
P021217,33312,2024-06-03 00:00:00,178020,47,18,judicial
P021218,28561,2024-06-03 01:00:00,306360,53,18,atrasado
P021219,17168,2024-06-03 02:00:00,67443,59,9,incobrable
P021220,14509,2024-06-03 03:00:00,31978,53,9,incobrable
P021221,31448,2024-06-03 04:00:00,96202,59,9,judicial
P021222,45949,2024-06-03 05:00:00,186581,53,24,judicial
P021223,25070,2024-06-03 06:00:00,275114,62,6,incobrable
P021224,6527,2024-06-03 07:00:00,170823,47,6,atrasado
P021225,26019,2024-06-03 08:00:00,489157,47,36,judicial
P021226,38827,2024-06-03 09:00:00,41142,47,9,atrasado
P021227,33386,2024-06-03 10:00:00,281439,59,9,judicial
P021228,192,2024-06-03 11:00:00,432194,53,6,atrasado
P021229,42479,2024-06-03 12:00:00,419383,62,18,atrasado
P021230,42572,2024-06-03 13:00:00,133902,47,9,incobrable
P021231,27018,2024-06-03 14:00:00,169466,62,18,atrasado
P021232,22153,2024-06-03 15:00:00,126885,62,24,vigente
P021233,33006,2024-06-03 16:00:00,494758,47,36,incobrable
P021234,42880,2024-06-03 17:00:00,39776,62,24,vigente
P021235,31404,2024-06-03 18:00:00,472949,62,36,incobrable
P021236,32148,2024-06-03 19:00:00,128790,47,36,vigente
P021237,15340,2024-06-03 20:00:00,93460,62,36,incobrable
P021238,30301,2024-06-03 21:00:00,226442,53,9,vigente
P021239,1948,2024-06-03 22:00:00,247439,59,24,atrasado
P021240,44088,2024-06-03 23:00:00,384630,62,9,atrasado
P021241,17593,2024-06-04 00:00:00,34477,59,9,vigente
P021242,8806,2024-06-04 01:00:00,198605,47,24,judicial
P021243,15489,2024-06-04 02:00:00,217612,53,9,atrasado
P021244,1058,2024-06-04 03:00:00,376605,62,18,vigente
P021245,23812,2024-06-04 04:00:00,72635,47,18,vigente
P021246,31001,2024-06-04 05:00:00,365698,47,12,atrasado
P021247,45387,2024-06-04 06:00:00,459797,59,12,atrasado
P021248,46371,2024-06-04 07:00:00,126230,47,36,incobrable
P021249,44452,2024-06-04 08:00:00,203999,53,24,incobrable
P021250,49770,2024-06-04 09:00:00,172976,62,6,vigente
P021251,466,2024-06-04 10:00:00,474104,59,9,vigente
P021252,48523,2024-06-04 11:00:00,432412,62,18,atrasado
P021253,25100,2024-06-04 12:00:00,163633,62,12,vigente
P021254,49823,2024-06-04 13:00:00,480838,47,6,atrasado
P021255,31111,2024-06-04 14:00:00,444056,59,24,incobrable
P021256,6264,2024-06-04 15:00:00,121663,53,24,vigente
P021257,19289,2024-06-04 16:00:00,268355,53,12,vigente
P021258,49283,2024-06-04 17:00:00,355214,59,6,judicial
P021259,10466,2024-06-04 18:00:00,421282,59,24,vigente
P021260,10682,2024-06-04 19:00:00,286667,47,6,vigente
P021261,20922,2024-06-04 20:00:00,203735,47,6,vigente
P021262,39592,2024-06-04 21:00:00,387609,62,9,judicial
P021263,38203,2024-06-04 22:00:00,369346,47,6,atrasado
P021264,8765,2024-06-04 23:00:00,313825,59,9,judicial
P021265,42169,2024-06-05 00:00:00,33350,47,18,judicial
P021266,18892,2024-06-05 01:00:00,295614,62,12,incobrable
P021267,28529,2024-06-05 02:00:00,466214,59,18,atrasado
P021268,47065,2024-06-05 03:00:00,59476,47,6,judicial
P021269,30491,2024-06-05 04:00:00,132510,47,6,vigente
P021270,43302,2024-06-05 05:00:00,189381,47,24,vigente
P021271,49252,2024-06-05 06:00:00,170171,62,24,vigente
P021272,2676,2024-06-05 07:00:00,50424,59,18,judicial
P021273,9643,2024-06-05 08:00:00,168419,47,12,incobrable
P021274,49954,2024-06-05 09:00:00,196283,59,24,judicial
P021275,12733,2024-06-05 10:00:00,96814,62,12,vigente
P021276,29420,2024-06-05 11:00:00,499207,59,18,judicial
P021277,1569,2024-06-05 12:00:00,273876,59,12,incobrable
P021278,6237,2024-06-05 13:00:00,372661,59,9,atrasado
P021279,24896,2024-06-05 14:00:00,60495,53,9,vigente
P021280,31767,2024-06-05 15:00:00,237621,53,24,judicial
P021281,47958,2024-06-05 16:00:00,243720,59,6,vigente
P021282,44359,2024-06-05 17:00:00,247340,62,12,judicial
P021283,12464,2024-06-05 18:00:00,108744,62,24,atrasado
P021284,9285,2024-06-05 19:00:00,211299,59,12,vigente
P021285,4578,2024-06-05 20:00:00,413258,59,9,vigente
P021286,29886,2024-06-05 21:00:00,174433,47,12,atrasado
P021287,21001,2024-06-05 22:00:00,433455,53,12,incobrable
P021288,34940,2024-06-05 23:00:00,134114,62,36,vigente
P021289,28547,2024-06-06 00:00:00,82339,53,18,vigente
P021290,2134,2024-06-06 01:00:00,175078,53,36,atrasado
P021291,44760,2024-06-06 02:00:00,404039,62,24,atrasado
P021292,6540,2024-06-06 03:00:00,401269,53,36,vigente
P021293,10233,2024-06-06 04:00:00,319058,53,12,atrasado
P021294,26629,2024-06-06 05:00:00,101604,62,6,incobrable
P021295,9071,2024-06-06 06:00:00,243992,47,36,judicial
P021296,35440,2024-06-06 07:00:00,230596,59,12,vigente
P021297,4694,2024-06-06 08:00:00,274209,47,9,atrasado
P021298,48505,2024-06-06 09:00:00,39766,62,24,vigente
P021299,33492,2024-06-06 10:00:00,72499,59,24,incobrable
P021300,32394,2024-06-06 11:00:00,269870,47,12,atrasado
P021301,22977,2024-06-06 12:00:00,90987,47,24,incobrable
P021302,16373,2024-06-06 13:00:00,48665,53,6,atrasado
P021303,41503,2024-06-06 14:00:00,371628,53,36,judicial
P021304,48240,2024-06-06 15:00:00,90273,53,18,incobrable
P021305,45046,2024-06-06 16:00:00,101815,59,12,atrasado
