cliente_id,edad,genero,antiguedad_meses,score_crediticio,ingresos
21546,32,F,79,802,398482
21547,33,F,110,318,801186
21548,28,M,67,882,465395
21549,21,F,82,541,773967
21550,29,F,117,624,635337
21551,48,M,56,403,317741
21552,22,M,81,434,297585
21553,34,F,60,671,382253
21554,33,F,14,305,273206
21555,68,M,46,791,418366
21556,22,F,16,722,517731
21557,24,M,115,306,356636
21558,32,M,27,731,515944
21559,68,F,107,774,644065
21560,30,M,37,844,540705
21561,23,F,97,878,253567
21562,24,F,61,485,839455
21563,26,M,118,722,807254
21564,43,F,20,875,600715
21565,25,F,25,815,164331
21566,23,F,50,807,512617
21567,30,M,58,368,497340
21568,63,M,78,728,415918
21569,39,F,37,755,460801
21570,34,F,5,459,684808
21571,41,M,54,635,808757
21572,63,M,37,697,437717
21573,48,F,74,731,562076
21574,41,F,10,369,876941
21575,56,F,9,427,730168
21576,44,M,78,698,627560
21577,58,M,33,310,827293
21578,37,M,93,896,128604
21579,42,F,24,572,326899
21580,39,M,70,714,587297
21581,65,F,57,813,699781
21582,30,M,26,834,431801
21583,31,M,39,848,376884
21584,58,F,44,517,738415
21585,22,M,64,518,882120
21586,53,F,111,824,337531
21587,63,M,48,670,255412
21588,51,M,67,771,144517
21589,68,M,48,851,733021
21590,55,F,40,828,709000
21591,57,M,46,594,667231
21592,67,M,96,399,721883
21593,67,F,90,527,239183
21594,56,M,3,624,608460
21595,43,M,76,866,526296
21596,56,F,14,557,890697
21597,60,M,83,678,548790
21598,59,M,4,417,758061
21599,46,F,12,457,800341
21600,45,M,99,597,211057
21601,37,M,118,473,839946
21602,35,F,23,634,212778
21603,57,M,112,446,297135
21604,65,M,3,868,830185
21605,24,M,3,875,657291
21606,42,F,103,818,365974
21607,37,F,42,545,196208
21608,42,F,80,463,457824
21609,37,F,77,313,128318
21610,34,M,19,899,468696
21611,34,M,28,886,226795
21612,37,F,38,466,405473
21613,28,F,117,838,606716
21614,54,F,9,541,622802
21615,46,M,56,755,611437
21616,65,M,110,458,196348
21617,50,M,17,615,753255
21618,42,M,7,435,275536
21619,36,F,72,726,349273
21620,50,M,101,843,672969
21621,36,M,116,895,272523
21622,58,F,119,472,497145
21623,44,F,76,769,286123
21624,56,M,54,897,284695
21625,55,M,28,660,269812
21626,26,M,66,528,608034
21627,24,F,112,330,697780
21628,38,F,28,433,503201
21629,26,F,25,588,813064
21630,46,F,91,369,828223
21631,57,F,99,346,454721
21632,47,M,79,501,218211
21633,61,M,49,547,698309
21634,31,M,48,490,464295
21635,58,M,99,775,127919
21636,36,M,47,725,367862
21637,39,M,62,421,360588
21638,63,M,33,637,357609
21639,35,F,108,305,808045
21640,46,M,42,802,423737
21641,61,F,87,517,558039
21642,51,M,27,346,451182
21643,39,M,102,842,179649
21644,44,F,8,520,427538
21645,29,F,62,894,695317
21646,43,M,116,454,190455
21647,24,M,38,614,208566
21648,30,M,115,893,121390
21649,29,M,4,386,795448
21650,39,M,54,451,591223
21651,35,F,48,475,622938
21652,54,F,69,502,404923
21653,62,F,16,804,386602
21654,39,M,61,825,169193
21655,69,M,18,632,786288
21656,41,F,109,833,782375
21657,54,F,45,575,725124
21658,37,M,18,832,891980
21659,38,M,8,644,593303
21660,37,M,29,391,876318
21661,22,M,21,400,653343
21662,21,M,103,399,788046
21663,63,F,54,335,568291
21664,30,F,91,685,248687
21665,57,M,47,595,455608
21666,68,M,66,456,816415
21667,25,M,68,409,888308
21668,32,M,48,699,209192
21669,56,M,76,628,210088
21670,51,M,80,803,871807
21671,58,M,89,659,374586
21672,29,M,23,408,392717
21673,64,F,17,810,432922
21674,46,M,61,432,176979
21675,35,F,52,484,593836
21676,36,F,42,536,434540
21677,33,M,111,793,625903
21678,45,M,51,348,754124
21679,50,F,110,304,798895
21680,27,M,1,523,397328
21681,24,M,21,446,682417
21682,63,M,57,578,489121
21683,60,F,36,383,403039
21684,58,M,2,633,791710
21685,50,F,23,621,255095
21686,30,M,60,709,247342
21687,50,M,104,720,336084
21688,59,F,59,664,749409
21689,27,F,66,407,160949
21690,56,F,43,579,203982
21691,55,M,59,598,899860
21692,44,M,74,680,238570
21693,59,F,107,703,434758
21694,56,F,73,842,325272
21695,65,M,93,871,305557
21696,40,M,90,364,542965
21697,69,M,36,341,800270
21698,52,M,60,664,525207
21699,59,M,93,798,726512
21700,69,F,4,379,125256
21701,46,M,21,596,550007
21702,46,M,97,336,347505
21703,56,M,95,549,553567
21704,63,F,119,342,771598
21705,55,F,92,542,506250
21706,63,M,100,435,723680
21707,55,M,97,635,824233
21708,32,F,4,308,196058
21709,53,M,4,430,626963
21710,56,F,33,665,493505
21711,34,F,14,730,813362
21712,53,F,112,474,347980
21713,66,M,9,549,772918
21714,65,F,88,476,154698
21715,65,M,64,340,169913
21716,44,F,62,408,817926
21717,35,F,89,558,543640
21718,51,F,7,398,771674
21719,37,F,110,635,270687
21720,32,F,92,878,260014
21721,42,M,5,411,233419
21722,43,F,110,541,299602
21723,46,F,13,433,879499
21724,34,M,119,315,400210
21725,32,M,2,589,711523
21726,24,F,119,395,220173
21727,66,M,84,808,377938
21728,33,F,12,652,790389
21729,38,F,117,445,750498
21730,63,F,91,608,397660
21731,48,M,7,300,167396
21732,58,F,34,795,131728
21733,61,M,21,697,292891
21734,64,F,60,501,324272
21735,39,F,82,315,830562
21736,66,M,10,394,305353
21737,67,F,38,692,889794
21738,63,F,58,886,439622
21739,58,M,56,318,454992
21740,66,M,103,699,258387
21741,23,F,44,599,218718
21742,39,F,85,480,407389
21743,40,M,80,774,143356
21744,45,F,115,886,405380
21745,31,F,64,766,520280
21746,37,M,20,470,181396
21747,69,M,50,678,227505
21748,55,F,54,310,718703
21749,34,M,46,440,441295
21750,59,M,111,508,188069
21751,39,M,40,770,487722
21752,23,F,24,609,204844
21753,54,F,111,733,530843
21754,69,M,85,388,639332
21755,61,M,108,610,642119
21756,42,F,58,415,349390
21757,58,F,31,594,155935
21758,47,F,118,436,395711
21759,41,F,50,533,704241
21760,61,M,10,516,210942
21761,51,M,84,565,266063
21762,47,F,14,679,699799
21763,57,F,19,407,896847
21764,22,M,30,478,705863
21765,67,F,57,814,641934
21766,29,F,16,387,328389
21767,39,M,22,805,875727
21768,62,M,54,820,619696
21769,56,F,84,588,198922
21770,30,F,70,313,762066
21771,60,F,109,379,784752
21772,65,M,43,718,294285
21773,59,F,97,745,502695
21774,27,M,105,312,819721
21775,24,F,19,567,496518
21776,35,F,5,373,567953
21777,32,M,71,821,154890
21778,68,M,98,863,445604
21779,26,F,20,549,424965
21780,29,M,15,396,476266
21781,55,F,38,468,710169
21782,28,M,1,769,592677
21783,27,M,118,765,185627
21784,24,F,5,444,785584
21785,33,M,98,557,734992
21786,39,F,54,756,209077
21787,27,M,85,376,276600
21788,30,M,61,377,757497
21789,45,F,78,826,756637
21790,64,F,17,333,499136
21791,55,M,76,512,876581
21792,45,F,27,555,336710
21793,49,F,70,696,853299
21794,32,F,103,306,545151
21795,67,F,112,590,882438
21796,60,M,25,670,369829
21797,32,F,91,482,444653
21798,26,M,45,538,551817
21799,30,F,2,533,374757
21800,22,F,22,896,527194
21801,65,F,96,660,488226
21802,45,F,54,383,240186
21803,27,M,17,702,358270
21804,60,F,61,448,243970
21805,43,F,101,550,436689
21806,68,M,66,548,452417
21807,31,F,117,744,718291
21808,56,F,116,317,393626
21809,69,F,119,530,333897
21810,68,F,26,330,437381
21811,43,M,56,576,635455
21812,63,M,33,603,766783
21813,27,M,1,635,494355
21814,47,M,40,340,664856
21815,33,F,43,662,715329
21816,37,F,44,306,886070
21817,52,M,62,851,334981
21818,46,F,36,869,193013
21819,42,F,56,760,686394
21820,33,M,39,812,314114
21821,32,M,89,748,546861
21822,27,M,13,772,291073
21823,21,F,39,865,417431
21824,53,F,100,308,769420
21825,34,F,12,487,582980
21826,67,F,21,576,137410
21827,63,F,87,894,789630
21828,61,F,18,460,823906
21829,37,M,13,455,475830
21830,24,M,19,733,671615
21831,59,M,35,417,280817
21832,21,M,46,320,810348
21833,61,F,112,738,841387
21834,65,M,57,593,852200
21835,44,M,34,430,461654
21836,54,M,116,694,741709
21837,54,M,62,864,400016
21838,44,F,56,640,132438
21839,35,M,1,802,345095
21840,37,F,57,307,139316
21841,33,M,110,459,636838
21842,27,F,86,400,653482
21843,29,M,28,302,853196
21844,64,F,4,693,755373
21845,55,F,101,801,524952
21846,43,F,71,854,200803
21847,67,M,75,494,446857
21848,59,M,76,337,697519
21849,43,M,40,476,356192
21850,46,F,53,355,877823
21851,21,F,39,566,493517
21852,34,F,35,438,358408
21853,52,M,98,486,302140
21854,68,M,82,731,646348
21855,30,F,10,702,175815
21856,21,M,51,523,327330
21857,25,F,118,330,763868
21858,23,M,64,408,194549
21859,69,F,79,862,406398
21860,47,F,59,765,522465
21861,42,F,26,349,387543
21862,38,M,113,524,362024
21863,36,M,115,430,301386
21864,22,F,3,309,421475
21865,67,M,77,662,772663
21866,33,M,98,894,184453
21867,65,F,111,556,158106
21868,36,M,17,888,222596
21869,28,M,65,716,677366
21870,63,M,78,767,866329
21871,28,M,1,884,489316
21872,30,F,88,653,755444
21873,53,M,118,638,168755
21874,51,M,57,800,362616
21875,32,M,11,442,233596
21876,29,F,67,784,516468
21877,57,F,77,835,303665
21878,29,F,55,640,796173
21879,68,M,86,650,562977
21880,38,F,41,618,384136
21881,50,M,111,833,496182
21882,52,F,105,710,712505
21883,60,F,59,674,312478
21884,43,M,30,446,458126
21885,31,F,25,312,199457
21886,40,F,71,323,167288
21887,39,F,64,708,467200
21888,56,F,89,666,297671
21889,46,F,103,546,617189
21890,30,M,25,449,216544
21891,44,M,66,833,450330
21892,33,F,34,558,811130
21893,66,M,55,736,195457
21894,54,M,58,516,641912
21895,49,F,86,792,343323
21896,56,F,54,381,860470
21897,27,M,117,605,242625
21898,50,F,1,629,776227
21899,37,M,119,397,649893
21900,68,M,18,655,417008
21901,33,F,16,771,585062
21902,44,F,56,524,751938
21903,51,M,74,307,485491
21904,47,M,31,779,492533
21905,41,F,119,356,402251
21906,64,F,48,877,403911
21907,21,F,77,483,168331
21908,35,F,34,494,875505
21909,23,F,34,813,760266
21910,26,F,106,373,276333
21911,34,M,60,496,240156
21912,58,M,76,716,630913
21913,53,F,37,602,836123
21914,58,M,40,613,499617
21915,28,M,17,879,263867
21916,46,M,41,419,299465
21917,35,M,56,318,138308
21918,34,M,54,765,751832
21919,68,M,79,808,346218
21920,40,M,13,402,211560
21921,68,M,46,757,368344
21922,39,F,72,767,139314
21923,53,F,17,799,846359
21924,56,F,11,441,330700
21925,44,F,40,460,359830
21926,30,M,46,419,895888
21927,54,F,65,785,664429
21928,56,F,32,320,356094
21929,67,M,108,609,141213
21930,56,F,52,800,764547
21931,36,F,10,367,572770
21932,35,M,108,602,183060
21933,38,F,115,760,283577
21934,27,F,59,501,631426
21935,67,M,15,894,643283
21936,42,M,3,362,316213
21937,52,F,9,716,695917
21938,63,F,8,433,897421
21939,39,F,74,534,386558
21940,60,M,8,481,579768
21941,21,F,16,735,140861
21942,55,F,11,339,457142
21943,25,F,23,732,622929
21944,32,F,56,671,846077
21945,32,M,56,422,418769
21946,41,M,22,804,513118
21947,39,F,104,809,295387
21948,29,F,18,847,270150
21949,63,M,39,598,690467
21950,69,M,3,376,396650
21951,68,M,8,631,869219
21952,56,M,5,518,519272
21953,62,F,91,389,580137
21954,67,M,5,627,784980
21955,52,M,19,575,191589
21956,55,F,81,767,435637
21957,51,F,61,387,491521
21958,52,F,46,533,760296
21959,57,F,18,740,876532
21960,52,F,61,579,709089
21961,63,F,60,549,643587
21962,57,F,2,500,786631
21963,59,M,119,395,825210
21964,58,M,50,487,684818
21965,50,F,63,558,379546
21966,52,M,71,785,234544
21967,65,M,49,308,579348
21968,22,F,114,300,575572
21969,31,M,80,824,134083
21970,40,M,119,320,171976
21971,57,M,71,630,416882
21972,29,M,18,632,151159
21973,58,F,108,608,726019
21974,69,M,90,368,614633
21975,39,M,93,830,351526
21976,60,F,16,768,722658
21977,27,M,46,486,340981
21978,25,F,103,747,438735
21979,67,M,94,543,309219
21980,62,M,25,874,577251
21981,44,F,8,365,307189
21982,68,F,64,870,149368
21983,61,F,14,623,303535
21984,27,M,22,506,224484
21985,31,F,116,718,372494
21986,29,F,78,353,481775
21987,69,M,91,784,643301
21988,50,F,35,493,601104
21989,61,M,104,761,523125
21990,23,M,51,641,675270
21991,42,F,76,323,669635
21992,60,F,43,319,559405
21993,40,M,85,585,433466
21994,52,F,75,638,598729
21995,68,M,3,671,461582
21996,27,F,73,397,507345
21997,27,F,107,589,401494
21998,40,M,55,818,542798
21999,45,M,19,890,280182
22000,65,F,42,357,470070
22001,55,M,61,864,774491
22002,64,F,23,516,200593
22003,44,F,80,515,447244
22004,60,M,4,899,614457
22005,33,M,96,650,318819
22006,68,M,65,658,491481
22007,59,F,4,559,672972
22008,24,F,59,361,234821
22009,32,M,90,865,325304
22010,37,M,91,517,593140
22011,21,F,104,802,824088
22012,37,F,80,880,237543
22013,22,M,30,878,288812
22014,26,M,102,747,463517
22015,64,F,33,499,180051
22016,31,F,80,703,690724
22017,63,M,33,587,678479
22018,38,F,20,337,480089
22019,60,F,95,681,553334
22020,45,F,48,402,750485
22021,59,M,27,515,351123
22022,48,F,32,612,242326
22023,66,M,86,452,707910
22024,36,F,100,541,771071
22025,32,F,27,609,284626
22026,61,M,25,467,299417
22027,49,M,66,630,461357
22028,43,F,110,517,782817
22029,41,M,102,424,545113
22030,36,M,87,567,410455
22031,68,M,116,530,399903
22032,61,F,12,779,509159
22033,65,M,101,660,272490
22034,46,F,46,412,503298
22035,57,M,101,690,564941
22036,42,M,114,891,631494
22037,30,F,48,669,660216
22038,27,F,85,615,583167
22039,29,M,112,877,241395
22040,45,F,106,800,727353
22041,66,F,75,524,737738
22042,35,M,85,481,293924
22043,33,M,37,355,892328
22044,62,F,4,793,661796
22045,66,M,90,679,760920
22046,46,F,84,446,307691
22047,41,F,61,358,519866
22048,43,F,71,647,566628
22049,64,M,102,582,653489
22050,48,F,47,771,158118
22051,58,M,91,738,707687
22052,32,F,47,513,844872
22053,44,F,17,528,399346
22054,33,F,32,741,739848
22055,60,M,10,350,790828
22056,68,M,50,721,533929
22057,22,F,75,654,632234
22058,59,F,59,617,771739
22059,32,M,18,744,367780
22060,59,F,66,350,172567
22061,34,M,35,555,459382
22062,50,F,6,536,595119
22063,61,F,3,767,518755
22064,63,M,71,508,605184
22065,68,M,35,386,313488
22066,39,M,111,895,154283
22067,51,F,77,847,767654
22068,63,F,102,751,362981
22069,63,M,66,886,845220
22070,45,F,66,360,425805
22071,24,F,51,300,563749
22072,33,F,72,382,153634
22073,56,M,73,882,742986
22074,62,M,34,795,456849
22075,57,F,39,809,566911
22076,23,F,95,656,417072
22077,36,F,93,572,698376
22078,46,M,49,811,250737
22079,60,M,47,535,265756
22080,59,M,36,565,403087
22081,39,M,22,591,494154
22082,66,M,87,498,307073
22083,35,F,77,500,701289
22084,52,F,99,745,348395
22085,69,M,44,464,418434
22086,41,M,67,420,741183
22087,21,M,61,585,378414
22088,26,M,117,410,731679
22089,47,F,115,668,840614
22090,43,F,9,833,739065
22091,67,F,48,469,590311
22092,51,F,18,443,729567
22093,32,M,90,739,460806
22094,41,M,29,366,850018
22095,22,M,48,729,378151
22096,25,F,12,572,238477
22097,29,F,39,374,417088
22098,40,F,23,775,852325
22099,66,F,19,524,693544
22100,38,F,24,514,599083
22101,42,M,108,572,511009
22102,28,F,107,875,853844
22103,54,F,44,888,709050
22104,29,F,94,405,460852
22105,27,M,95,716,501466
22106,50,F,83,874,810074
22107,38,F,85,407,604812
22108,47,M,49,502,688492
22109,36,M,111,688,147377
22110,41,M,74,788,349425
22111,25,F,4,822,371684
22112,49,F,62,712,429988
22113,67,F,18,425,637335
22114,57,F,60,356,869644
22115,63,M,109,326,851820
22116,42,M,64,497,887550
22117,34,M,101,502,181011
22118,39,M,20,849,176178
22119,55,F,52,820,871309
22120,44,M,36,765,606723
22121,62,F,62,876,249102
22122,26,F,48,592,780786
22123,23,M,96,353,348544
22124,54,F,117,710,227716
22125,65,F,57,410,450637
22126,22,F,57,507,383793
22127,35,M,116,422,612068
22128,57,F,91,849,246651
22129,35,F,41,608,541006
22130,52,F,88,772,192774
22131,41,M,93,742,594443
22132,37,F,53,874,810242
22133,54,F,88,731,788973
22134,52,F,62,300,231242
22135,67,M,29,437,371313
22136,43,M,39,305,630135
22137,55,M,82,788,725853
22138,57,F,10,451,408041
22139,63,F,111,460,303533
22140,61,F,61,826,517350
22141,57,F,56,337,245653
22142,53,F,9,783,231006
22143,45,M,50,691,663652
22144,66,M,75,669,528774
22145,57,F,12,821,496088
22146,60,M,2,325,875553
22147,41,M,90,499,451308
22148,66,F,73,765,164010
22149,68,F,17,538,369277
22150,58,M,35,815,769102
22151,60,M,46,307,634463
22152,54,F,67,301,202658
22153,39,F,70,434,212632
22154,47,F,107,797,130325
22155,29,M,87,417,710197
22156,25,M,35,399,283498
22157,25,F,79,556,345034
22158,45,F,72,539,589653
22159,46,F,96,875,670069
22160,39,F,34,781,570006
22161,50,F,11,869,654978
22162,56,M,110,616,235663
22163,68,M,3,369,508084
22164,68,F,93,748,582125
22165,36,F,10,586,239593
22166,27,F,82,467,762799
22167,38,M,82,877,404098
22168,41,F,12,351,854916
22169,51,M,91,617,501287
22170,21,M,118,552,696248
22171,23,F,51,352,557421
22172,51,F,83,507,445626
22173,45,F,105,518,634983
22174,28,F,97,356,361646
22175,21,F,89,770,826065
22176,27,M,108,897,221787
22177,27,M,59,763,371906
22178,28,F,2,303,870475
22179,39,F,2,700,436668
22180,37,F,5,586,773666
22181,31,F,22,594,265550
22182,67,F,33,778,258781
22183,61,M,108,641,279465
22184,69,M,69,363,870479
22185,31,M,28,878,784482
22186,58,M,58,480,329091
22187,61,F,14,542,815352
22188,22,F,104,882,443006
22189,24,F,107,506,783074
22190,48,M,50,483,801745
22191,53,M,74,437,490164
22192,31,F,41,345,818424
22193,23,M,15,365,469903
22194,60,F,74,309,611993
22195,25,F,68,404,384968
22196,41,F,43,832,611567
22197,42,F,55,391,608018
22198,57,M,49,725,330859
22199,31,F,18,711,248840
22200,64,F,81,880,236558
22201,42,F,95,515,605924
22202,61,F,97,784,226625
22203,33,F,25,545,661305
22204,23,M,12,554,605712
22205,33,F,55,674,379387
22206,48,F,47,505,435658
22207,31,M,85,350,407334
22208,31,F,81,326,850871
22209,41,F,84,898,557969
22210,41,F,93,623,171315
22211,27,F,67,410,880500
22212,37,F,71,752,633144
22213,68,F,64,824,517473
22214,34,F,60,542,207120
22215,53,M,97,880,555107
22216,31,F,90,714,341430
22217,33,F,84,793,267833
22218,21,F,43,359,144998
22219,54,M,37,701,555505
22220,29,F,32,403,426277
22221,33,F,99,540,202918
22222,57,F,85,317,820914
22223,50,M,52,711,778912
22224,61,F,53,583,677884
22225,65,M,105,745,552397
22226,57,M,56,317,344873
22227,67,F,72,702,795139
22228,27,F,2,553,121652
22229,34,M,115,813,360340
22230,68,F,48,392,712781
22231,26,M,16,576,859835
22232,54,F,91,875,257174
22233,36,M,36,464,620784
22234,57,M,10,698,367459
22235,56,F,92,840,725173
22236,66,M,81,766,379532
22237,26,F,89,338,343185
22238,28,M,79,466,135877
22239,44,M,18,811,200622
22240,23,F,92,580,540065
22241,24,M,2,858,561487
22242,52,M,40,636,614257
22243,21,F,42,708,587239
22244,54,M,95,729,338280
22245,65,M,95,719,202697
22246,29,M,25,673,565538
22247,32,M,1,560,898428
22248,30,M,82,595,598140
22249,30,F,16,754,837586
22250,64,F,42,791,520660
22251,68,F,37,889,455784
22252,43,M,105,759,845613
22253,26,F,106,378,195994
22254,44,M,37,730,332583
22255,44,F,71,773,571302
22256,41,F,6,734,701531
22257,62,M,78,471,371208
22258,51,F,22,608,330932
22259,67,M,114,321,692250
22260,61,M,95,850,589151
22261,50,M,109,612,803812
22262,54,M,74,733,498428
22263,38,F,46,600,645953
22264,32,M,40,514,426415
22265,55,M,54,707,345712
22266,27,M,46,355,604243
22267,61,M,36,368,711159
22268,60,F,119,698,339318
22269,45,M,41,589,729565
22270,26,F,119,456,587525
22271,21,F,102,400,533634
22272,66,M,98,462,608039
22273,36,F,67,553,814656
22274,68,M,23,580,586345
22275,24,M,43,608,637624
22276,49,M,61,738,245243
22277,58,F,17,367,162716
22278,67,M,93,837,368099
22279,48,F,65,551,878903
22280,42,M,3,401,407839
22281,28,M,78,431,843487
22282,52,M,75,810,646208
22283,53,F,30,809,809843
22284,33,M,21,673,479589
22285,47,F,16,548,844611
22286,38,M,110,730,520714
22287,38,F,62,827,200382
22288,33,M,60,545,376303
22289,42,M,115,352,847294
22290,34,F,9,703,669710
22291,31,M,119,609,493420
22292,59,M,66,477,779813
22293,42,M,26,857,599424
22294,56,F,106,826,290930
22295,37,F,67,773,595063
22296,52,F,15,610,240909
22297,34,F,12,867,611776
22298,62,M,19,668,611591
22299,49,M,105,363,179670
22300,26,F,14,713,358430
22301,24,M,15,887,292053
22302,31,F,87,766,471920
22303,65,M,11,730,770008
22304,60,F,63,432,294682
22305,30,F,43,523,743427
22306,48,F,67,494,376832
22307,31,M,43,580,599412
22308,55,F,1,744,320292
22309,35,F,4,394,468052
22310,28,M,85,407,215273
22311,40,M,25,796,825811
22312,41,M,84,408,653007
22313,21,F,74,359,531455
22314,49,M,82,821,129408
22315,44,F,97,424,218130
22316,50,M,53,596,715110
22317,60,F,35,312,584822
22318,55,F,25,551,880213
22319,53,F,3,395,493963
22320,40,M,51,709,183635
22321,36,F,50,484,505535
22322,29,F,13,451,737936
22323,51,F,35,699,726971
22324,37,M,89,712,291679
22325,51,M,55,311,465731
22326,68,M,18,688,325308
22327,43,F,51,407,429893
22328,26,F,30,373,518550
22329,50,M,40,734,756509
22330,27,F,110,684,838384
22331,68,M,30,597,669253
22332,60,M,58,645,192254
22333,62,M,88,525,506716
22334,66,M,90,896,709436
22335,31,M,65,740,226444
22336,54,M,97,604,144236
22337,32,M,72,637,886992
22338,65,F,12,584,161242
22339,67,F,8,737,253716
22340,47,M,75,462,491375
22341,32,F,78,542,250463
22342,33,M,18,575,882096
22343,28,F,108,564,129315
22344,36,M,104,758,814107
22345,49,F,65,758,452437
22346,55,M,85,791,768714
22347,49,F,10,355,508405
22348,51,M,37,625,524697
22349,33,M,29,815,843695
22350,32,F,46,304,502719
22351,22,M,104,817,689464
22352,53,M,88,497,155050
22353,28,M,44,798,337183
22354,61,F,36,763,710867
22355,60,F,18,814,541463
22356,69,F,79,795,438234
22357,61,F,32,482,559256
22358,52,F,102,440,194205
22359,58,M,107,330,398646
22360,48,M,109,887,703935
22361,35,F,20,706,665498
22362,43,F,34,485,490237
22363,44,F,73,563,278299
22364,33,M,41,365,401734
22365,41,M,119,350,828759
22366,32,F,98,495,641170
22367,33,F,35,424,151153
22368,59,F,57,721,286329
22369,43,M,27,586,665059
22370,66,F,106,734,889838
22371,63,F,18,428,654378
22372,48,M,21,798,542685
22373,34,F,18,383,685865
22374,37,F,27,327,774769
22375,44,F,95,718,262428
22376,54,M,28,487,249798
22377,68,M,97,499,432884
22378,42,M,15,853,562198
22379,30,M,45,584,884850
22380,28,F,47,472,769055
22381,41,M,119,586,361187
22382,57,M,36,343,376171
22383,27,M,19,695,862687
22384,46,M,99,848,421070
22385,33,F,96,371,194619
22386,36,M,45,547,542863
22387,50,M,103,423,152269
22388,51,M,57,514,810987
22389,25,M,76,527,454850
22390,52,M,119,413,175961
22391,36,F,29,730,759784
22392,67,M,98,417,429536
22393,29,M,16,845,353113
22394,42,F,22,398,709294
22395,64,M,72,534,473138
22396,60,F,55,440,770941
22397,65,F,12,662,441483
22398,57,F,98,634,170252
22399,34,F,16,393,349951
22400,36,F,55,838,177094
22401,63,F,47,837,757765
22402,40,M,73,839,281028
22403,64,F,27,875,262274
22404,35,M,111,513,340071
22405,64,F,99,333,702489
22406,46,M,11,373,664201
22407,29,F,83,455,503420
22408,21,M,95,531,617374
22409,55,F,15,331,372391
22410,64,M,53,747,214299
22411,40,M,91,325,780818
22412,65,M,33,447,304752
22413,26,F,71,745,452619
22414,62,M,87,723,651289
22415,30,F,100,702,310579
22416,68,M,22,379,359178
22417,53,F,65,785,285752
22418,36,F,58,615,486299
22419,56,M,27,459,569635
22420,26,M,116,491,503838
22421,39,F,75,423,446982
22422,51,F,115,724,467403
22423,22,F,12,756,695466
22424,38,M,60,825,229350
22425,62,M,85,857,775790
22426,48,M,72,726,531654
22427,24,M,77,629,397013
22428,21,M,101,326,406637
22429,67,M,33,390,390127
22430,62,M,114,608,295883
22431,36,F,66,418,805017
22432,65,F,9,549,635090
22433,67,M,77,586,878183
22434,22,M,26,333,350806
22435,56,M,45,375,829049
22436,21,F,55,467,765902
22437,59,F,111,840,257736
22438,43,M,52,765,479530
22439,46,F,9,325,769185
22440,31,M,79,614,771560
22441,62,F,7,440,733704
22442,21,M,107,762,703600
22443,31,F,57,785,297631
22444,44,M,57,820,278283
22445,30,F,119,636,556036
22446,34,F,37,653,771635
22447,34,M,73,694,440652
22448,27,M,78,677,728351
22449,43,M,30,517,130518
22450,63,F,51,692,216261
22451,42,M,47,561,580299
22452,56,M,112,421,651016
22453,47,M,84,813,164778
22454,22,M,111,671,491427
22455,59,F,54,698,350877
22456,66,M,23,356,696447
22457,39,M,79,487,397747
22458,27,F,58,361,609569
22459,32,M,56,686,455396
22460,23,M,31,392,166081
22461,67,M,68,601,137690
22462,25,M,89,481,383325
22463,28,M,62,642,315736
22464,34,M,115,402,219462
22465,56,M,83,517,838900
22466,27,F,60,423,807065
22467,27,F,37,689,850010
22468,66,M,34,898,579356
22469,52,M,1,567,159081
22470,28,F,41,383,306868
22471,32,M,95,724,817535
22472,30,F,104,624,347533
22473,34,F,44,636,784674
22474,29,M,35,872,172925
22475,58,F,27,811,123147
22476,50,F,21,303,638618
22477,25,M,72,509,437127
22478,21,M,82,840,374182
22479,21,M,23,802,673299
22480,40,M,41,618,492506
22481,69,M,100,600,558336
22482,31,M,93,784,305546
22483,46,M,80,684,729974
22484,64,M,50,689,545829
22485,23,M,74,427,520393
22486,26,M,81,739,190589
22487,63,M,22,579,462334
22488,65,F,40,312,236063
22489,31,F,2,361,192522
22490,28,F,42,379,508611
22491,49,M,30,461,679429
22492,30,M,44,840,729966
22493,54,F,103,660,611038
22494,44,F,103,568,325259
22495,66,F,109,436,754553
22496,68,F,83,644,577163
22497,37,F,10,302,169218
22498,52,F,84,870,397384
22499,31,M,63,815,594089
22500,54,F,24,770,254506
22501,44,F,6,465,280061
22502,25,M,45,859,677522
22503,49,M,18,600,517993
22504,68,F,16,887,134694
22505,68,M,118,704,606935
22506,54,F,103,766,491672
22507,36,F,104,489,276182
22508,45,M,40,485,722484
22509,57,M,16,503,561769
22510,28,M,104,713,721424
22511,49,F,79,425,235096
22512,66,F,104,702,168828
22513,45,M,70,341,764976
22514,62,F,97,519,687595
22515,43,F,112,410,775556
22516,54,M,13,801,332364
22517,23,M,68,517,557438
22518,50,F,96,358,663589
22519,54,F,50,450,427567
22520,52,M,29,343,887056
22521,49,M,58,404,292392
22522,29,M,7,374,620325
22523,22,M,97,647,695545
22524,59,M,5,385,527222
22525,27,F,40,873,618804
22526,66,M,4,459,314256
22527,25,F,7,491,416316
22528,28,F,80,513,634121
22529,52,F,37,751,514115
22530,38,F,113,683,672343
22531,58,M,75,537,762489
22532,66,F,59,552,245888
22533,38,F,50,713,347329
22534,69,M,69,854,591922
22535,61,F,29,876,449485
22536,65,M,55,382,426276
22537,36,M,119,327,377727
22538,41,M,89,571,731290
22539,30,F,67,704,319091
22540,62,F,96,349,196164
22541,24,F,30,468,758784
22542,64,F,20,331,456042
